Zipcode,Page,NewUsed,Year,Make,MSRP,Dealer_Price,Fuel_Type,City_MPG,Highway_MPG,Drivetrain,Liters,V,Mileage,Customer_Review,URL,Make_Tier,Standard_Ext_Color,Standard_Int_Color,Transmission_Type,Gears
70032,4,NEW,2020,Dodge,,21491.0,Gasoline,25.0,31.0,FWD,2.4,2.4,6.0,5.0,https://www.cars.com/vehicledetail/detail/803321743/overview/,Tier_1,red,OTHER,automatic,4
70032,4,NEW,2020,Hyundai,,29129.0,Gasoline,27.0,36.0,FWD,1.6,1.6,22.0,4.6,https://www.cars.com/vehicledetail/detail/804657028/overview/,Tier_1,gray,black,automatic,8
70032,4,NEW,2020,Dodge,,21491.0,Gasoline,25.0,31.0,FWD,2.4,2.4,15.0,5.0,https://www.cars.com/vehicledetail/detail/803321838/overview/,Tier_1,red,OTHER,automatic,4
70032,4,NEW,2020,Chevrolet,,28840.0,Gasoline,22.0,29.0,FWD,2.0,2.0,7.0,4.5,https://www.cars.com/vehicledetail/detail/792031097/overview/,Tier_1,black,black,automatic,9
70032,4,NEW,2020,Kia,,18402.0,Gasoline,29.0,40.0,FWD,2.0,2.0,13.0,4.5,https://www.cars.com/vehicledetail/detail/796452836/overview/,Tier_1,red,black,automatic,NA
70032,4,NEW,2020,Hyundai,,19688.0,Gasoline,25.0,32.0,FWD,2.0,2.0,15.0,5.0,https://www.cars.com/vehicledetail/detail/804148342/overview/,Tier_1,blue,black,automatic,6
70032,4,NEW,2019,Honda,,20906.0,Gasoline,26.0,31.0,FWD,1.8,1.8,3.0,4.3,https://www.cars.com/vehicledetail/detail/783228280/overview/,Tier_1,white,gray,automatic,NA
70032,4,NEW,2020,Cadillac,,48195.0,Gasoline,23.0,32.0,RWD,2.0,2.0,14.0,4.4,https://www.cars.com/vehicledetail/detail/805729168/overview/,Tier_1,black,black,automatic,10
70032,4,NEW,2020,Toyota,,30169.0,Hybrid,41.0,38.0,AWD,2.5,2.5,8.0,4.5,https://www.cars.com/vehicledetail/detail/807027681/overview/,Tier_1,red,NA,automatic,NA
70032,4,NEW,2020,Kia,,18402.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/798064899/overview/,Tier_1,red,black,automatic,NA
70032,4,NEW,2018,BMW,,38600.0,Gasoline,21.0,32.0,RWD,3.0,3.0,7.0,4.9,https://www.cars.com/vehicledetail/detail/756771009/overview/,Tier_2,red,black,automatic,8
70032,4,NEW,2020,Nissan,,20154.0,Gasoline,29.0,39.0,FWD,2.0,2.0,10.0,5.0,https://www.cars.com/vehicledetail/detail/807494765/overview/,Tier_1,black,black,automatic,NA
70032,4,USED,2010,MINI,,6850.0,Gasoline,26.0,34.0,FWD,1.6,1.6,73420.0,4.7,https://www.cars.com/vehicledetail/detail/800926341/overview/,Tier_3,green,NA,automatic,6
70032,4,NEW,2020,Ford,,34963.0,Gasoline,25.0,31.0,RWD,3.5,3.5,10.0,,https://www.cars.com/vehicledetail/detail/804149573/overview/,Tier_1,white,OTHER,automatic,10
70032,4,USED,2016,Dodge,,12590.0,E85 Flex Fuel,17.0,25.0,FWD,3.6,3.6,58147.0,4.6,https://www.cars.com/vehicledetail/detail/803792842/overview/,Tier_1,white,black,automatic,NA
70032,4,NEW,2020,Cadillac,,52250.0,Gasoline,23.0,32.0,RWD,2.0,2.0,4.0,4.4,https://www.cars.com/vehicledetail/detail/805473435/overview/,Tier_1,red,black,automatic,10
70032,4,NEW,2020,Chevrolet,,24560.0,Gasoline,22.0,29.0,FWD,2.0,2.0,669.0,4.5,https://www.cars.com/vehicledetail/detail/795156836/overview/,Tier_1,white,black,automatic,9
70032,4,NEW,2020,Volkswagen,,25339.0,Gasoline,30.0,40.0,FWD,1.4,1.4,2.0,,https://www.cars.com/vehicledetail/detail/803873687/overview/,Tier_2,black,black,automatic,8
70032,4,NEW,2020,Hyundai,,27032.0,Gasoline,27.0,36.0,FWD,1.6,1.6,15.0,4.6,https://www.cars.com/vehicledetail/detail/808063864/overview/,Tier_1,yellow,black,automatic,8
70032,4,NEW,2020,Ford,,34362.0,Gasoline,25.0,31.0,RWD,3.5,3.5,28.0,,https://www.cars.com/vehicledetail/detail/806333165/overview/,Tier_1,white,OTHER,automatic,10
70032,4,NEW,2020,Chevrolet,,26566.0,Gasoline,29.0,36.0,FWD,1.5,1.5,10.0,4.8,https://www.cars.com/vehicledetail/detail/784979652/overview/,Tier_1,white,OTHER,automatic,NA
70032,4,NEW,2020,Chevrolet,,19245.0,Gasoline,26.0,31.0,FWD,1.5,1.5,7.0,4.5,https://www.cars.com/vehicledetail/detail/802368709/overview/,Tier_1,black,gray,automatic,6
70032,4,NEW,2020,Hyundai,,18203.0,Gasoline,30.0,34.0,FWD,1.6,1.6,15.0,4.7,https://www.cars.com/vehicledetail/detail/802803145/overview/,Tier_1,blue,gray,automatic,NA
70032,4,NEW,2020,Chevrolet,,20766.0,Gasoline,26.0,31.0,FWD,1.4,1.4,10.0,4.6,https://www.cars.com/vehicledetail/detail/806558243/overview/,Tier_1,black,NA,automatic,6
87101,1,NEW,2020,Ford,,22796.0,Gasoline,27.0,29.0,FWD,1.0,1.0,7.0,4.2,https://www.cars.com/vehicledetail/detail/806636360/overview/,Tier_1,black,black,automatic,6
87101,1,NEW,2020,Chevrolet,,16997.0,Gasoline,26.0,31.0,AWD,2.3,2.3,7.0,4.6,https://www.cars.com/vehicledetail/detail/804665711/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Nissan,,17485.0,Gasoline,27.0,35.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/793610694/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Nissan,,20295.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.0,https://www.cars.com/vehicledetail/detail/797485926/overview/,Tier_1,black,black,automatic,NA
87101,1,USED,2012,Honda,,12950.0,Gasoline,21.0,29.0,FWD,3.5,3.5,72575.0,4.9,https://www.cars.com/vehicledetail/detail/806035361/overview/,Tier_1,white,NA,automatic,5
87101,1,NEW,2020,Nissan,,20040.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.0,https://www.cars.com/vehicledetail/detail/798409966/overview/,Tier_1,silver,black,automatic,NA
87101,1,NEW,2020,Ford,,18954.0,Gasoline,23.0,29.0,FWD,1.0,1.0,8.0,4.2,https://www.cars.com/vehicledetail/detail/804040544/overview/,Tier_1,white,OTHER,automatic,6
87101,1,NEW,2020,Nissan,,19465.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.0,https://www.cars.com/vehicledetail/detail/798673573/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Volvo,,45490.0,Gasoline,22.0,31.0,AWD,2.0,2.0,10.0,4.4,https://www.cars.com/vehicledetail/detail/790561400/overview/,Tier_2,white,OTHER,automatic,8
87101,1,NEW,2020,Chevrolet,,14997.0,Gasoline,25.0,31.0,FWD,2.3,2.3,5.0,4.9,https://www.cars.com/vehicledetail/detail/805939168/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Ford,,22232.0,Gasoline,27.0,29.0,FWD,1.0,1.0,8.0,4.2,https://www.cars.com/vehicledetail/detail/803088825/overview/,Tier_1,blue,OTHER,automatic,6
87101,1,NEW,2020,Nissan,,20790.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.0,https://www.cars.com/vehicledetail/detail/797112541/overview/,Tier_1,blue,black,automatic,NA
87101,1,NEW,2020,Nissan,,20040.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.0,https://www.cars.com/vehicledetail/detail/797486147/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Chevrolet,,14997.0,Gasoline,25.0,31.0,FWD,2.3,2.3,7.0,4.9,https://www.cars.com/vehicledetail/detail/804912490/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Nissan,,19465.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.0,https://www.cars.com/vehicledetail/detail/797486107/overview/,Tier_1,silver,black,automatic,NA
87101,1,NEW,2019,Nissan,,21425.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.4,https://www.cars.com/vehicledetail/detail/790667103/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Chevrolet,,16985.0,Gasoline,26.0,31.0,FWD,2.3,2.3,7.0,4.6,https://www.cars.com/vehicledetail/detail/803266275/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Chevrolet,,17480.0,Gasoline,26.0,31.0,FWD,2.3,2.3,6.0,4.6,https://www.cars.com/vehicledetail/detail/807382363/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Ford,,23765.0,Gasoline,27.0,29.0,4WD,2.0,2.0,9.0,4.2,https://www.cars.com/vehicledetail/detail/799632717/overview/,Tier_1,silver,black,automatic,6
87101,1,NEW,2020,Ford,,18954.0,Gasoline,23.0,29.0,FWD,1.0,1.0,7.0,4.2,https://www.cars.com/vehicledetail/detail/806636362/overview/,Tier_1,metallic,OTHER,automatic,6
87101,1,NEW,2020,Kia,,17891.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538149/overview/,Tier_1,gray,black,automatic,NA
87101,1,NEW,2020,Nissan,,17515.0,Gasoline,27.0,35.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/797486166/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2019,Dodge,,21240.0,Gasoline,19.0,25.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/791790734/overview/,Tier_1,green,black,automatic,4
87101,1,NEW,2020,Nissan,,17515.0,Gasoline,27.0,35.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/797485940/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Nissan,,20295.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.0,https://www.cars.com/vehicledetail/detail/797486162/overview/,Tier_1,metallic,black,automatic,NA
87101,1,NEW,2019,Dodge,,21240.0,Gasoline,19.0,25.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/791790215/overview/,Tier_1,blue,black,automatic,4
87101,1,NEW,2020,Chevrolet,,14997.0,Gasoline,25.0,31.0,FWD,2.3,2.3,5.0,4.9,https://www.cars.com/vehicledetail/detail/804912488/overview/,Tier_1,OTHER,black,automatic,NA
87101,1,NEW,2020,Ford,,22796.0,Gasoline,27.0,29.0,FWD,1.0,1.0,8.0,4.2,https://www.cars.com/vehicledetail/detail/806636363/overview/,Tier_1,blue,black,automatic,6
87101,1,NEW,2020,Nissan,,19465.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.0,https://www.cars.com/vehicledetail/detail/798673589/overview/,Tier_1,silver,black,automatic,NA
87101,1,NEW,2020,Ford,,18330.0,Gasoline,23.0,29.0,FWD,1.0,1.0,0.0,4.2,https://www.cars.com/vehicledetail/detail/795709871/overview/,Tier_1,white,OTHER,automatic,6
87101,1,NEW,2020,Nissan,,19476.0,Gasoline,32.0,40.0,FWD,1.6,1.6,9.0,4.5,https://www.cars.com/vehicledetail/detail/785880539/overview/,Tier_1,orange,silver,automatic,NA
87101,1,USED,2012,RAM,,30900.0,Diesel,25.0,31.0,4WD,6.7,6.7,71465.0,4.5,https://www.cars.com/vehicledetail/detail/807992324/overview/,Tier_1,black,OTHER,automatic,6
87101,1,NEW,2020,Chevrolet,,18997.0,Gasoline,29.0,36.0,FWD,2.3,2.3,6.0,4.8,https://www.cars.com/vehicledetail/detail/803516356/overview/,Tier_1,gray,black,automatic,NA
87101,1,NEW,2020,Chevrolet,,14997.0,Gasoline,25.0,31.0,FWD,2.3,2.3,6.0,4.9,https://www.cars.com/vehicledetail/detail/805939169/overview/,Tier_1,blue,black,automatic,NA
87101,1,NEW,2020,Nissan,,18780.0,Gasoline,32.0,40.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/793610581/overview/,Tier_1,black,silver,automatic,NA
87101,1,NEW,2020,Nissan,,19175.0,Gasoline,32.0,40.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/793756586/overview/,Tier_1,orange,silver,automatic,NA
87101,1,NEW,2020,Kia,,17891.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538095/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Hyundai,,27406.0,Gasoline,22.0,28.0,FWD,2.4,2.4,11.0,4.6,https://www.cars.com/vehicledetail/detail/801738836/overview/,Tier_1,white,brown,automatic,6
87101,1,NEW,2020,Nissan,,17485.0,Gasoline,27.0,35.0,FWD,1.6,1.6,26.0,4.5,https://www.cars.com/vehicledetail/detail/807922677/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Kia,,15922.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538154/overview/,Tier_1,blue,black,automatic,NA
87101,1,USED,2016,Lexus,,26250.0,Gasoline,19.0,26.0,AWD,2.3,2.3,21709.0,4.3,https://www.cars.com/vehicledetail/detail/808400692/overview/?isShippableInsideSearchRadius,Tier_2,black,OTHER,automatic,NA
87101,1,NEW,2020,Ford,,22296.0,Gasoline,27.0,29.0,FWD,1.0,1.0,8.0,4.2,https://www.cars.com/vehicledetail/detail/799632714/overview/,Tier_1,silver,black,automatic,6
87101,1,USED,2012,smart,,6450.0,Gasoline,25.0,31.0,RWD,1.0,1.0,24811.0,4.5,https://www.cars.com/vehicledetail/detail/807435903/overview/,Tier_4,OTHER,black,automatic,5
87101,1,NEW,2019,Dodge,,26835.0,Gasoline,16.0,24.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/791790212/overview/,Tier_1,red,black,automatic,NA
87101,1,NEW,2020,Ford,,22296.0,Gasoline,27.0,29.0,FWD,1.0,1.0,11.0,4.2,https://www.cars.com/vehicledetail/detail/799632847/overview/,Tier_1,white,OTHER,automatic,6
87101,1,NEW,2020,Chevrolet,,14265.0,Gasoline,29.0,38.0,FWD,2.3,2.3,6.0,4.9,https://www.cars.com/vehicledetail/detail/807701979/overview/,Tier_1,OTHER,black,automatic,NA
87101,1,NEW,2019,Nissan,,21030.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.4,https://www.cars.com/vehicledetail/detail/793064414/overview/,Tier_1,metallic,black,automatic,NA
87101,1,NEW,2020,Nissan,,17515.0,Gasoline,27.0,35.0,FWD,1.6,1.6,9.0,4.5,https://www.cars.com/vehicledetail/detail/802420984/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2019,Nissan,,21305.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.4,https://www.cars.com/vehicledetail/detail/785593619/overview/,Tier_1,blue,black,automatic,NA
87101,1,NEW,2020,Ford,,21861.0,Gasoline,27.0,29.0,FWD,1.0,1.0,7.0,4.2,https://www.cars.com/vehicledetail/detail/803088784/overview/,Tier_1,white,black,automatic,6
87101,1,NEW,2019,Nissan,,21425.0,Gasoline,31.0,36.0,FWD,1.6,1.6,27.0,4.4,https://www.cars.com/vehicledetail/detail/789116748/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Nissan,,17515.0,Gasoline,27.0,35.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/798145413/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Ford,,18954.0,Gasoline,23.0,29.0,FWD,1.0,1.0,9.0,4.2,https://www.cars.com/vehicledetail/detail/803088723/overview/,Tier_1,white,OTHER,automatic,6
87101,1,NEW,2020,Ford,,22296.0,Gasoline,27.0,29.0,FWD,1.0,1.0,6.0,4.2,https://www.cars.com/vehicledetail/detail/799632713/overview/,Tier_1,metallic,black,automatic,6
87101,1,NEW,2020,Kia,,17891.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538151/overview/,Tier_1,gray,black,automatic,NA
87101,1,NEW,2020,Ford,,18954.0,Gasoline,23.0,29.0,FWD,1.0,1.0,9.0,4.2,https://www.cars.com/vehicledetail/detail/803088783/overview/,Tier_1,metallic,OTHER,automatic,6
87101,1,NEW,2019,Dodge,,21240.0,Gasoline,19.0,25.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/793637605/overview/,Tier_1,blue,black,automatic,4
87101,1,NEW,2020,Nissan,,18810.0,Gasoline,32.0,40.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/798673628/overview/,Tier_1,black,silver,automatic,NA
87101,1,NEW,2020,Nissan,,17515.0,Gasoline,27.0,35.0,FWD,1.6,1.6,71.0,4.5,https://www.cars.com/vehicledetail/detail/797112765/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Chevrolet,,14997.0,Gasoline,25.0,31.0,FWD,2.3,2.3,11.0,4.9,https://www.cars.com/vehicledetail/detail/804368441/overview/,Tier_1,silver,black,automatic,NA
87101,1,NEW,2020,Nissan,,18780.0,Gasoline,32.0,40.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/793911996/overview/,Tier_1,blue,silver,automatic,NA
87101,1,NEW,2020,Ford,,21361.0,Gasoline,27.0,29.0,FWD,1.0,1.0,10.0,4.2,https://www.cars.com/vehicledetail/detail/799632933/overview/,Tier_1,silver,black,automatic,6
87101,1,NEW,2020,Kia,,17891.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538148/overview/,Tier_1,blue,black,automatic,NA
87101,1,NEW,2020,Ford,,21361.0,Gasoline,27.0,29.0,FWD,1.0,1.0,7.0,4.2,https://www.cars.com/vehicledetail/detail/799632830/overview/,Tier_1,metallic,OTHER,automatic,6
87101,1,NEW,2019,Dodge,,21240.0,Gasoline,19.0,25.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/791790757/overview/,Tier_1,blue,black,automatic,4
87101,1,NEW,2020,Chevrolet,,14590.0,Gasoline,29.0,38.0,FWD,2.3,2.3,11.0,4.9,https://www.cars.com/vehicledetail/detail/806946352/overview/,Tier_1,orange,black,automatic,NA
87101,1,NEW,2020,Nissan,,19465.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.0,https://www.cars.com/vehicledetail/detail/797485938/overview/,Tier_1,silver,black,automatic,NA
87101,1,NEW,2020,RAM,,78059.0,Diesel,25.0,31.0,4WD,2.3,2.3,11.0,,https://www.cars.com/vehicledetail/detail/800097154/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Kia,,17891.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538106/overview/,Tier_1,gray,black,automatic,NA
87101,1,NEW,2020,Kia,,15922.0,Gasoline,29.0,40.0,FWD,2.0,2.0,4307.0,4.5,https://www.cars.com/vehicledetail/detail/801538159/overview/,Tier_1,white,black,automatic,NA
87101,1,NEW,2020,Ford,,21361.0,Gasoline,27.0,29.0,FWD,1.0,1.0,7.0,4.2,https://www.cars.com/vehicledetail/detail/799632718/overview/,Tier_1,blue,black,automatic,6
87101,1,NEW,2020,Nissan,,18810.0,Gasoline,32.0,40.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/796799744/overview/,Tier_1,metallic,silver,automatic,NA
87101,1,NEW,2020,Nissan,,19465.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.0,https://www.cars.com/vehicledetail/detail/797485927/overview/,Tier_1,black,black,automatic,NA
87101,1,NEW,2020,Ford,,17976.0,Gasoline,23.0,29.0,FWD,1.0,1.0,11.0,4.2,https://www.cars.com/vehicledetail/detail/799632719/overview/,Tier_1,silver,OTHER,automatic,6
87101,1,NEW,2019,Dodge,,28235.0,Gasoline,16.0,24.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/791790717/overview/,Tier_1,silver,black,automatic,NA
87101,2,NEW,2020,Kia,,16296.0,Gasoline,33.0,41.0,FWD,1.6,1.6,10.0,4.9,https://www.cars.com/vehicledetail/detail/801538226/overview/,Tier_1,white,black,automatic,NA
87101,2,USED,2016,smart,,12500.0,Gasoline,32.0,39.0,RWD,2.3,2.3,26194.0,4.8,https://www.cars.com/vehicledetail/detail/806554600/overview/,Tier_4,blue,NA,manual,NA
87101,2,NEW,2019,FIAT,,29425.0,Gasoline,26.0,35.0,RWD,1.4,1.4,0.0,4.9,https://www.cars.com/vehicledetail/detail/791790488/overview/,Tier_3,gray,OTHER,automatic,6
87101,2,NEW,2020,Toyota,,25734.0,Gasoline,27.0,31.0,FWD,2.3,2.3,10.0,5.0,https://www.cars.com/vehicledetail/detail/801162264/overview/,Tier_1,gray,black,variable,NA
87101,2,USED,2013,Lexus,,15950.0,Gasoline,19.0,28.0,RWD,3.5,3.5,84141.0,4.7,https://www.cars.com/vehicledetail/detail/790434133/overview/,Tier_2,blue,brown,automatic,6
87101,2,USED,2015,Volvo,,16500.0,Gasoline,24.0,31.0,FWD,2.0,2.0,75510.0,4.8,https://www.cars.com/vehicledetail/detail/807991897/overview/,Tier_2,metallic,brown,automatic,8
87101,2,NEW,2019,Dodge,,24385.0,Gasoline,19.0,25.0,FWD,3.6,3.6,0.0,3.8,https://www.cars.com/vehicledetail/detail/794801107/overview/,Tier_1,white,black,automatic,NA
87101,2,USED,2010,Honda,,14290.0,Gasoline,17.0,25.0,FWD,3.5,3.5,77038.0,4.8,https://www.cars.com/vehicledetail/detail/807575661/overview/?isShippableInsideSearchRadius,Tier_1,white,black,automatic,5
87101,2,NEW,2020,Nissan,,18810.0,Gasoline,32.0,40.0,FWD,1.6,1.6,9.0,4.5,https://www.cars.com/vehicledetail/detail/802421030/overview/,Tier_1,blue,silver,automatic,NA
87101,2,NEW,2020,Kia,,18687.0,Gasoline,29.0,40.0,FWD,2.0,2.0,10.0,4.5,https://www.cars.com/vehicledetail/detail/801538372/overview/,Tier_1,gray,black,automatic,NA
87101,2,NEW,2019,Volkswagen,,25535.0,Gasoline,27.0,36.0,FWD,1.4,1.4,10.0,5.0,https://www.cars.com/vehicledetail/detail/799296420/overview/,Tier_2,gray,black,automatic,8
87101,2,USED,2018,Nissan,,22333.0,Gasoline,16.0,21.0,4WD,2.3,2.3,40636.0,4.7,https://www.cars.com/vehicledetail/detail/803602753/overview/,Tier_1,red,NA,automatic,NA
87101,2,NEW,2020,Kia,,43523.0,Gasoline,17.0,25.0,AWD,3.3,3.3,10.0,4.7,https://www.cars.com/vehicledetail/detail/801538364/overview/,Tier_1,white,black,automatic,8
87101,2,NEW,2020,Nissan,,22725.0,Gasoline,24.0,30.0,AWD,2.0,2.0,7.0,4.7,https://www.cars.com/vehicledetail/detail/795990715/overview/,Tier_1,silver,black,automatic,NA
87101,2,NEW,2019,Nissan,,21195.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.4,https://www.cars.com/vehicledetail/detail/793064382/overview/,Tier_1,silver,black,automatic,NA
87101,2,NEW,2020,Chevrolet,,22342.0,Gasoline,26.0,31.0,FWD,1.4,1.4,2964.0,4.6,https://www.cars.com/vehicledetail/detail/802369518/overview/,Tier_1,silver,black,automatic,6
87101,2,NEW,2019,Nissan,,21135.0,Gasoline,31.0,36.0,FWD,1.6,1.6,7.0,4.4,https://www.cars.com/vehicledetail/detail/790562166/overview/,Tier_1,black,black,automatic,NA
87101,2,NEW,2020,Chevrolet,,22342.0,Gasoline,26.0,31.0,FWD,1.4,1.4,7.0,4.6,https://www.cars.com/vehicledetail/detail/795956190/overview/,Tier_1,black,black,automatic,6
87101,2,NEW,2019,Dodge,,30390.0,E85 Flex Fuel,16.0,24.0,FWD,3.6,3.6,0.0,3.8,https://www.cars.com/vehicledetail/detail/791790725/overview/,Tier_1,red,black,automatic,NA
87101,2,NEW,2019,Dodge,,22685.0,Gasoline,19.0,25.0,FWD,2.4,2.4,0.0,3.8,https://www.cars.com/vehicledetail/detail/795925260/overview/,Tier_1,white,black,automatic,NA
87101,2,USED,2018,Ford,,25444.0,Gasoline,16.0,23.0,AWD,2.3,2.3,56871.0,4.6,https://www.cars.com/vehicledetail/detail/807444664/overview/,Tier_1,NA,NA,automatic,NA
87101,2,USED,2018,Lexus,,59997.0,Gasoline,19.0,30.0,RWD,3.5,3.5,2441.0,4.2,https://www.cars.com/vehicledetail/detail/805830430/overview/,Tier_2,red,black,automatic,10
87101,2,NEW,2020,Ford,,23889.0,Gasoline,27.0,29.0,4WD,2.0,2.0,8.0,4.2,https://www.cars.com/vehicledetail/detail/803088713/overview/,Tier_1,white,OTHER,automatic,6
87101,2,NEW,2020,Chevrolet,,18997.0,Gasoline,29.0,36.0,FWD,2.3,2.3,6.0,4.8,https://www.cars.com/vehicledetail/detail/805373708/overview/,Tier_1,white,black,automatic,NA
87101,2,USED,2012,Hyundai,,19600.0,Gasoline,15.0,23.0,RWD,5.0,5.0,33888.0,4.3,https://www.cars.com/vehicledetail/detail/808147060/overview/?isShippableInsideSearchRadius,Tier_1,gray,OTHER,automatic,8
87101,2,USED,2016,Dodge,,13450.0,Gasoline,16.0,24.0,AWD,3.6,3.6,52794.0,4.5,https://www.cars.com/vehicledetail/detail/786170740/overview/,Tier_1,silver,NA,automatic,NA
87101,2,NEW,2020,Nissan,,23295.0,Gasoline,24.0,30.0,AWD,2.0,2.0,7.0,4.7,https://www.cars.com/vehicledetail/detail/800578582/overview/,Tier_1,metallic,black,automatic,NA
87101,2,USED,2016,Mercedes-Benz,,51280.0,Gasoline,13.0,17.0,AWD,2.3,2.3,44935.0,4.2,https://www.cars.com/vehicledetail/detail/808394573/overview/?isShippableInsideSearchRadius,Tier_2,black,black,automatic,NA
87101,2,USED,2017,Genesis,,25450.0,Gasoline,18.0,28.0,AWD,3.8,3.8,41772.0,4.9,https://www.cars.com/vehicledetail/detail/804870449/overview/,Tier_3,white,black,automatic,8
87101,2,NEW,2019,FIAT,,31810.0,Gasoline,26.0,35.0,RWD,1.4,1.4,0.0,4.9,https://www.cars.com/vehicledetail/detail/791790468/overview/,Tier_3,white,OTHER,automatic,6
87101,2,NEW,2020,Kia,,15932.0,Gasoline,33.0,41.0,FWD,1.6,1.6,10.0,4.9,https://www.cars.com/vehicledetail/detail/801538350/overview/,Tier_1,blue,black,automatic,NA
87101,2,NEW,2020,Chrysler,,41956.0,Gasoline,19.0,28.0,FWD,2.3,2.3,10.0,4.8,https://www.cars.com/vehicledetail/detail/800099870/overview/,Tier_2,black,black,automatic,NA
87101,2,NEW,2019,Nissan,,20830.0,Gasoline,31.0,36.0,FWD,1.6,1.6,9.0,4.4,https://www.cars.com/vehicledetail/detail/793064376/overview/,Tier_1,black,black,automatic,NA
87101,2,NEW,2020,Nissan,,18810.0,Gasoline,32.0,40.0,FWD,1.6,1.6,7.0,4.5,https://www.cars.com/vehicledetail/detail/799638364/overview/,Tier_1,metallic,silver,automatic,NA
87101,2,NEW,2019,Lincoln,,61441.0,Gasoline,18.0,27.0,FWD,2.7,2.7,92.0,4.3,https://www.cars.com/vehicledetail/detail/769717946/overview/,Tier_3,blue,OTHER,automatic,6
87101,2,USED,2011,Nissan,,6950.0,Gasoline,23.0,32.0,FWD,2.5,2.5,81063.0,4.6,https://www.cars.com/vehicledetail/detail/805460887/overview/,Tier_1,OTHER,black,automatic,NA
