Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
83701,1,USED,2018,Dodge,Journey SXT,,13399,Gasoline,Granite Pearlcoat,19,Black,25,FWD,Automatic,3.6,6,23502,4.7,https://www.cars.com/vehicledetail/detail/804564579/overview/
83701,1,USED,2015,BMW,535d xDrive,,25998,Diesel,Black,26,Tan,37,AWD,8-Speed Automatic,3.0,4,28863,4.7,https://www.cars.com/vehicledetail/detail/805078453/overview/
83701,1,NEW,2020,Ford,Edge SEL,,30995,Gasoline,Dark Persian Green Metallic,21,,29,AWD,8-Speed Automatic,2.0,6,6,4.8,https://www.cars.com/vehicledetail/detail/796554673/overview/
83701,1,USED,2017,Honda,Odyssey EX-L,,21199,Gasoline,White Diamond Pearl,19,Beige,27,FWD,6-Speed Automatic,3.5,6,27505,4.7,https://www.cars.com/vehicledetail/detail/801230023/overview/
83701,1,USED,2019,Lincoln,Navigator L Reserve,,74205,Gasoline,White Platinum Metallic Tri-Coat,,,,4WD,Automatic,,,14830,4,https://www.cars.com/vehicledetail/detail/806701188/overview/
83701,1,NEW,2020,Ford,EcoSport Titanium,,24540,Gasoline,Diamond White,23,Ebony,29,4WD,Automatic,,,6,4.2,https://www.cars.com/vehicledetail/detail/798981355/overview/
83701,1,USED,2017,Honda,Accord Touring,,16389,Gasoline,Crystal Black Pearl,21,Black / Ivory,33,FWD,6-Speed Automatic,3.5,6,30395,4.9,https://www.cars.com/vehicledetail/detail/792695777/overview/
83701,1,USED,2017,Jeep,Renegade Latitude,,14999,Gasoline,Jetset Blue,24,Black,31,4WD,9-Speed Automatic,2.4,6,20279,4.8,https://www.cars.com/vehicledetail/detail/807462479/overview/
83701,1,NEW,2020,Ford,Edge SEL,,32995,Gasoline,Magnetic Metallic,21,,29,AWD,8-Speed Automatic,2.0,6,8,4.8,https://www.cars.com/vehicledetail/detail/789159959/overview/
83701,1,USED,2017,Nissan,Murano SL,,17969,Gasoline,White,21,Graphite,28,AWD,Automatic CVT,3.5,6,32035,4.8,https://www.cars.com/vehicledetail/detail/801682973/overview/
83701,1,USED,2016,Hyundai,Sonata Sport,,10999,Gasoline,Shale Gray Metallic,25,Gray,38,FWD,6-Speed Automatic,2.4,6,33188,4.8,https://www.cars.com/vehicledetail/detail/795652119/overview/
83701,1,USED,2017,Chevrolet,Cruze LT,,11189,Gasoline,Red,28,Jet Black,39,FWD,6-Speed Automatic,1.4,6,29406,4.8,https://www.cars.com/vehicledetail/detail/804638288/overview/
83701,1,USED,2018,BMW,330 i xDrive,,21789,Gasoline,,23,Black,33,AWD,8-Speed Automatic,2.0,6,10329,5,https://www.cars.com/vehicledetail/detail/776802925/overview/
83701,1,NEW,2020,Nissan,Versa 1.6 SR,,19310,Gasoline,Aspen White,32,Gray,40,FWD,Automatic CVT,1.6,6,0,4.6,https://www.cars.com/vehicledetail/detail/795265841/overview/
83701,1,USED,2018,Chevrolet,Traverse LT Cloth,,22299,Gasoline,Graphite Metallic,17,Jet Black,25,FWD,9-Speed Automatic,3.6,6,4958,4.7,https://www.cars.com/vehicledetail/detail/791293320/overview/
83701,1,USED,2018,Volvo,S90 T5 Momentum,,24998,Gasoline,White,24,Black,34,AWD,8-Speed Automatic,2.0,6,32704,4.8,https://www.cars.com/vehicledetail/detail/794763799/overview/
83701,1,NEW,2020,Jeep,Renegade Trailhawk,,21548,Gasoline,Black Clearcoat,22,Black,27,4WD,Automatic,,,20,4.6,https://www.cars.com/vehicledetail/detail/796827057/overview/
83701,1,USED,2019,Honda,Civic Si Base,,17799,Gasoline,Lunar Silver Metallic,28,Black,38,FWD,6-Speed Manual,1.5,6,2450,4.8,https://www.cars.com/vehicledetail/detail/805381427/overview/
83701,1,USED,2016,Cadillac,SRX Performance Collection,,17979,Gasoline,Black Raven,17,Ebony,24,AWD,6-Speed Automatic,3.6,6,34918,4.6,https://www.cars.com/vehicledetail/detail/796078151/overview/
83701,1,USED,2019,Subaru,WRX Premium,,23389,Gasoline,Crystal White Pearl,21,Black,27,AWD,Automatic CVT,2.0,6,8691,4.5,https://www.cars.com/vehicledetail/detail/806587969/overview/
83701,1,NEW,2020,Nissan,Rogue SV,,26922,Gasoline,Caspian Blue,26,Charcoal,33,AWD,Automatic CVT,2.5,6,0,4.6,https://www.cars.com/vehicledetail/detail/803327010/overview/
83701,1,NEW,2020,Ford,Edge SEL,,31381,Gasoline,Magnetic Metallic,21,,29,AWD,8-Speed Automatic,2.0,6,41,4.8,https://www.cars.com/vehicledetail/detail/794515692/overview/
83701,1,USED,2017,Acura,MDX 3.5L,,24499,Gasoline,,19,Graystone,27,AWD,9-Speed Automatic,3.5,6,17575,4.6,https://www.cars.com/vehicledetail/detail/790214629/overview/
83701,1,NEW,2020,GMC,Sierra 1500 SLT,,47683,Gasoline,Red Quartz Tintcoat,16,Dark Walnut/Slate,22,4WD,Automatic,5.3,8,1,4.8,https://www.cars.com/vehicledetail/detail/806947497/overview/
83701,1,USED,2017,Nissan,Murano Platinum,,19199,Gasoline,White,21,Graphite,28,FWD,Automatic CVT,3.5,6,35139,4.8,https://www.cars.com/vehicledetail/detail/806009659/overview/
83701,1,USED,2015,Ford,Focus ST Base,,14699,Gasoline,,23,Charcoal Black,32,FWD,6-Speed Manual,2.0,6,36471,4.5,https://www.cars.com/vehicledetail/detail/807907283/overview/
83701,1,NEW,2020,Ford,Edge SEL,,33122,Gasoline,Dark Persian Green Metallic,21,,29,AWD,8-Speed Automatic,2.0,6,6,4.8,https://www.cars.com/vehicledetail/detail/790709753/overview/
83701,1,NEW,2020,RAM,1500 Classic Warlock,,27999,Gasoline,Bright White Clearcoat,,Diesel Gray/Black,,RWD,Automatic,,,25,5,https://www.cars.com/vehicledetail/detail/805936307/overview/
83701,1,USED,2016,Nissan,Murano Platinum,,19779,Gasoline,Magnetic Black,21,Black,28,AWD,Automatic CVT,3.5,6,22705,4.5,https://www.cars.com/vehicledetail/detail/792167497/overview/
83701,1,USED,2018,Honda,Civic LX-P,,13369,Gasoline,Modern Steel Metallic,30,Ivory,39,FWD,Automatic CVT,2.0,6,745,4.9,https://www.cars.com/vehicledetail/detail/785038156/overview/
83701,1,USED,2018,Chevrolet,Cruze LT,,12379,Gasoline,Summit White,27,Jet Black,40,FWD,6-Speed Automatic,1.4,6,16310,4.7,https://www.cars.com/vehicledetail/detail/806210337/overview/
83701,1,NEW,2019,Ford,EcoSport SE,,23495,Gasoline,Diamond White,27,Ebony Black,29,4WD,6-Speed Automatic,2.0,6,2044,3.9,https://www.cars.com/vehicledetail/detail/769007088/overview/
83701,1,USED,2017,Buick,LaCrosse Premium,,20889,Gasoline,Dark Sapphire Blue Metallic,21,Light Neutral,31,AWD,8-Speed Automatic,3.6,6,3493,4.7,https://www.cars.com/vehicledetail/detail/799508929/overview/
83701,1,USED,2018,Chevrolet,Traverse High Country,,30279,Gasoline,Sable Brown Metallic,17,Brown,25,AWD,9-Speed Automatic,3.6,6,34084,4.7,https://www.cars.com/vehicledetail/detail/806210336/overview/
83701,1,USED,2019,Chevrolet,Equinox Premier w/1LZ,,17769,Gasoline,Cajun Red Tintcoat,26,Jet Black,32,FWD,6-Speed Automatic,1.5,6,17359,4.6,https://www.cars.com/vehicledetail/detail/801568414/overview/
83701,1,NEW,2019,Cadillac,XT5 Premium Luxury,,46493,Gasoline,Crystal White Tricoat,18,Jet Black,25,AWD,Automatic,3.6,6,1,4.3,https://www.cars.com/vehicledetail/detail/760977402/overview/
83701,1,NEW,2020,Chevrolet,Spark LS,,12999,Gasoline,Summit White,29,Jet Black/Jet Black,38,FWD,Automatic,,,1,4.9,https://www.cars.com/vehicledetail/detail/803093447/overview/
83701,1,USED,2016,Kia,Optima EX,,12289,Gasoline,Horizon Blue,24,Gray,35,FWD,6-Speed Automatic,2.4,6,35002,4.8,https://www.cars.com/vehicledetail/detail/796078152/overview/
83701,1,USED,2011,Nissan,Xterra X,,13400,Gasoline,Silver Lightning,16,Gray,22,4WD,5-Speed Automatic,4.0,6,83977,4.8,https://www.cars.com/vehicledetail/detail/794461848/overview/
83701,1,USED,2016,Buick,Regal Turbo Premium II,,11889,Gasoline,Crimson Red Tintcoat,21,Light Neutral,30,FWD,6-Speed Automatic,2.0,6,26110,4.7,https://www.cars.com/vehicledetail/detail/790620677/overview/
83701,1,NEW,2020,Mitsubishi,Mirage ES,,9999,Gasoline,Sunrise Orange Metallic,33,,41,FWD,Manual,,,0,5,https://www.cars.com/vehicledetail/detail/804670036/overview/
83701,1,NEW,2020,Nissan,Kicks SV,,21860,Gasoline,Gun Metallic / Monarch Orange,31,Charcoal,36,FWD,Automatic CVT,1.6,6,25,4,https://www.cars.com/vehicledetail/detail/797697484/overview/
83701,1,NEW,2020,Ford,Edge SEL,,33066,Gasoline,Magnetic Metallic,21,Ebony,29,AWD,Automatic,,,1,4.8,https://www.cars.com/vehicledetail/detail/803875828/overview/
83701,1,NEW,2020,RAM,1500 Classic Warlock,,32999,Gasoline,Bright White Clearcoat,,Diesel Gray/Black,,4WD,Automatic,,,34,5,https://www.cars.com/vehicledetail/detail/804832825/overview/
83701,1,NEW,2020,Buick,Envision Essence,,32276,Gasoline,Espresso Metallic,21,Light Neutral,27,AWD,Automatic,,,1,4.8,https://www.cars.com/vehicledetail/detail/796052097/overview/
83701,1,NEW,2020,Nissan,Kicks SV,,21856,Gasoline,Deep Blue Pearl,31,Charcoal,36,FWD,Automatic CVT,1.6,6,0,4,https://www.cars.com/vehicledetail/detail/806474474/overview/
83701,1,NEW,2020,Ford,EcoSport SE,,21301,Gasoline,Smoke Metallic,27,Ebony,29,4WD,Automatic,,,3,4.2,https://www.cars.com/vehicledetail/detail/787468805/overview/
