Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
84044,1,USED,2016,Ford,Taurus SE,,7900,Gasoline,Black,18,Gray,27,FWD,6-Speed Automatic,3.5,6,22000,4.8,https://www.cars.com/vehicledetail/detail/807718544/overview/
84044,1,USED,2001,Mercedes-Benz,E55 AMG,,7900,Gasoline,Gray,17,Charcoal,24,RWD,5-Speed Automatic,5.4,8,106700,4.5,https://www.cars.com/vehicledetail/detail/797612201/overview/
84044,1,USED,2006,Mercury,Mountaineer Premier,,5890,Gasoline,Cashmere Tri-Coat,14,Camel,20,AWD,6-Speed Automatic,4.6,8,146852,4.3,https://www.cars.com/vehicledetail/detail/808539483/overview/
84044,1,USED,2017,Chevrolet,Suburban Premier,,35000,Gasoline,Champagne Silver,16,Jet Black,23,4WD,6-Speed Automatic,5.3,8,36679,4.6,https://www.cars.com/vehicledetail/detail/807843098/overview/
84044,1,USED,2015,INFINITI,Q70 3.7X,,17959,Gasoline,Liquid Platinum,18,Stone,24,AWD,7-Speed Automatic,3.7,6,9834,4.3,https://www.cars.com/vehicledetail/detail/779496657/overview/
84044,1,USED,2016,Chevrolet,Silverado 2500 LTZ,,36401,Diesel,Tungsten Metallic,,Cocoa,,4WD,6-Speed Automatic,6.6,8,56735,4.4,https://www.cars.com/vehicledetail/detail/808258293/overview/
84044,1,USED,2015,Volkswagen,Golf TDI SE 4-Door,,9995,Diesel,Platinum Gray,30,,45,FWD,6-Speed Automatic with Auto-Shift,2.0,6,26938,4.7,https://www.cars.com/vehicledetail/detail/805949512/overview/
84044,1,USED,2018,GMC,Yukon SLT,,35000,Gasoline,Dark Sapphire Blue Metallic,16,Cocoa,23,4WD,6-Speed Automatic,5.3,8,16849,5,https://www.cars.com/vehicledetail/detail/807843099/overview/
84044,1,USED,2017,Subaru,Crosstrek 2.0i Premium,,12999,Gasoline,Venetian Red Pearl,23,Ivy,30,AWD,Automatic CVT,2.0,6,25325,4.7,https://www.cars.com/vehicledetail/detail/798552017/overview/
84044,1,USED,2018,Buick,Enclave Essence,,22469,Gasoline,Red Quartz Tintcoat,18,Brandy,26,FWD,9-Speed Automatic,3.6,6,8741,4.7,https://www.cars.com/vehicledetail/detail/792916524/overview/
84044,1,USED,2016,BMW,M4 Base,,32992,Gasoline,Black,17,Black,26,RWD,7-Speed Automatic with Auto-Shift,3.0,4,31587,4.6,https://www.cars.com/vehicledetail/detail/806036579/overview/
84044,1,USED,2015,Jeep,Renegade Latitude,,9550,Gasoline,Silver,24,Gray,31,4X4,Automatic,,,70988,4.1,https://www.cars.com/vehicledetail/detail/808560497/overview/
84044,1,NEW,2019,Ford,Fusion Sport,,31998,Gasoline,Blue Metallic,17,Ebony,26,AWD,6-Speed Automatic,2.7,6,3,4.5,https://www.cars.com/vehicledetail/detail/773997148/overview/
84044,1,USED,2019,Toyota,Prius Prime,,22829,Hybrid,Super White,,Black,,FWD,Automatic CVT,1.8,6,3198,5,https://www.cars.com/vehicledetail/detail/808258541/overview/
84044,1,USED,2007,Lexus,IS 350,,5995,Gasoline,Water Blue,21,,28,RWD,6-Speed Automatic,3.5,6,83092,4.7,https://www.cars.com/vehicledetail/detail/803319350/overview/
84044,1,USED,2018,Subaru,Impreza 2.0i Premium,,15689,Gasoline,Lapis Blue Pearl,28,Ivory,38,AWD,Automatic CVT,2.0,6,2975,4.8,https://www.cars.com/vehicledetail/detail/801026242/overview/
84044,1,USED,2019,Subaru,Ascent Touring 7-Passenger,,32499,Gasoline,White,20,Java Brown,26,AWD,Automatic CVT,2.4,6,8609,4.5,https://www.cars.com/vehicledetail/detail/800637929/overview/
84044,1,USED,2018,Porsche,Cayenne Platinum Edition,,39992,Gasoline,Black,17,Black,23,AWD,8-Speed Automatic,3.6,6,9876,4.9,https://www.cars.com/vehicledetail/detail/807844451/overview/
84044,1,USED,2019,Chevrolet,Equinox LS,,23307,Gasoline,Summit White,26,Medium Ash Gray,32,FWD,Automatic,,,1368,4.6,https://www.cars.com/vehicledetail/detail/758069444/overview/
84044,1,USED,2017,Dodge,Durango GT,,22799,Gasoline,Db Black Crystal Clearcoat,18,Black,25,AWD,8-Speed Automatic,3.6,6,36270,4.7,https://www.cars.com/vehicledetail/detail/808567710/overview/
84044,1,USED,2018,Dodge,Grand Caravan SE,,14989,E85 Flex Fuel,Billet Clearcoat,17,Black / Light Graystone,25,FWD,Automatic,3.6,6,14021,4.6,https://www.cars.com/vehicledetail/detail/804086133/overview/
84044,1,USED,2018,Honda,Fit Sport,,11299,Gasoline,Modern Steel Metallic,29,Black,36,FWD,Automatic CVT,1.5,6,13525,4.8,https://www.cars.com/vehicledetail/detail/799464739/overview/
84044,1,USED,2018,Honda,Clarity Plug-In Hybrid Touring,,20000,Hybrid,Solar Silver Metallic,,Black,,FWD,Automatic CVT,1.5,6,2082,4.7,https://www.cars.com/vehicledetail/detail/806017063/overview/
84044,1,USED,2017,Honda,Accord EX-L,,14999,Gasoline,White,27,,36,FWD,6-Speed Automatic,3.5,6,33295,4.9,https://www.cars.com/vehicledetail/detail/805595493/overview/
84044,1,USED,2014,Audi,Q5 hybrid 2.0T Prestige,,18900,Hybrid,Black,24,Black,30,AWD,8-Speed Automatic,2.0,6,37000,5,https://www.cars.com/vehicledetail/detail/806630822/overview/
84044,1,USED,2017,Subaru,Legacy 2.5i Premium,,14289,Gasoline,Tungsten Metallic,25,Ivory,34,AWD,Automatic CVT,2.5,6,13695,4.9,https://www.cars.com/vehicledetail/detail/803463084/overview/
84044,1,USED,2014,Audi,A6 3.0T Prestige quattro,,16000,Gasoline,Quartz Gray Metallic,,Black,,AWD,8-Speed Automatic,3.0,6,62000,4.8,https://www.cars.com/vehicledetail/detail/805923887/overview/
84044,1,USED,2014,Nissan,GT-R Black Edition,,55055,Gasoline,Super Silver 3 Coat Metallic,16,Black,23,AWD,6-Speed Automatic with Auto-Shift,3.8,6,36912,4.8,https://www.cars.com/vehicledetail/detail/807843108/overview/
84044,1,USED,2016,Chevrolet,Malibu 1LT,,10389,Gasoline,Summit White,27,Dark Atmosphere,37,FWD,6-Speed Automatic,1.5,6,37212,4.6,https://www.cars.com/vehicledetail/detail/798924737/overview/
84044,1,USED,2015,Subaru,Impreza 2.0i Sport Premium,,9995,Gasoline,Ice Silver Metallic,24,Black,33,AWD,Variable,,,49030,4.6,https://www.cars.com/vehicledetail/detail/805258902/overview/
84044,1,USED,2012,Scion,tC Base,,6995,Gasoline,Black,23,Dark Charcoal,31,FWD,6-Speed Automatic,2.5,6,45295,4.3,https://www.cars.com/vehicledetail/detail/794278375/overview/
84044,1,NEW,2020,Ford,Transit-150,,42275,Gasoline,Oxford White,,Ebony,,AWD,10-Speed Automatic,3.5,6,10,,https://www.cars.com/vehicledetail/detail/803054455/overview/
84044,1,USED,2014,Ford,Focus ST Base,,8550,Gasoline,Black,23,Gray,32,FWD,Manual,,,49927,4.3,https://www.cars.com/vehicledetail/detail/808560487/overview/
84044,1,USED,2016,Kia,Optima SXL Turbo,,14000,Gasoline,Ebony Black,22,,32,FWD,6-Speed Automatic,2.0,6,29631,4.8,https://www.cars.com/vehicledetail/detail/808258252/overview/
84044,1,USED,2019,Honda,Fit LX,,12699,Gasoline,Platinum White Pearl,29,Black,36,FWD,Automatic CVT,1.5,6,27,4.4,https://www.cars.com/vehicledetail/detail/802791077/overview/
84044,1,USED,2018,Subaru,Outback 2.5i Premium,,17389,Gasoline,Crystal White Pearl,25,Black,32,AWD,Automatic CVT,2.5,6,15211,4.8,https://www.cars.com/vehicledetail/detail/791539143/overview/
84044,1,USED,2016,Nissan,Frontier Pro-4X,,16999,Gasoline,Glacier White,16,Black,21,4WD,5-Speed Automatic,4.0,6,74760,4.7,https://www.cars.com/vehicledetail/detail/782684558/overview/
84044,1,USED,2016,GMC,Acadia Denali,,20000,Gasoline,Ebony Twilight Metallic,15,Cocoa,22,AWD,6-Speed Automatic,3.6,6,29938,4.4,https://www.cars.com/vehicledetail/detail/808258326/overview/
84044,1,USED,2015,Toyota,Sienna L,,11999,Gasoline,Blue,18,Gray,25,FWD,6-Speed Automatic,3.5,6,86752,4.6,https://www.cars.com/vehicledetail/detail/801752570/overview/
84044,1,USED,2016,BMW,328 i,,14068,Gasoline,Alpine White,22,Black,34,RWD,8-Speed Automatic,2.0,6,38212,4.6,https://www.cars.com/vehicledetail/detail/794139380/overview/
84044,1,USED,2018,Buick,Enclave Essence,,28789,Gasoline,Dark Slate Metallic,18,Dark Galvanized,26,AWD,9-Speed Automatic,3.6,6,3182,4.7,https://www.cars.com/vehicledetail/detail/807770478/overview/
